"","subject","display","screen","task","block","response","rt","correct","correctResponse","T1.pie","T1.reward","T1.fractalInfo","T1.fractalOut","T1.leftInfo","T1.rightInfo","T1.leftOut","T1.rightOut","mapping","T2.leftFractal","T2.rightFractal","T3.img"
"1","1","","",NA,"","","",0,"","",NA,"","","","","","","","","",""
"2","1","Overview","Welcome",NA,"","Continue","7222.4",1,"left","",NA,"f0.png","f0.png","f0.png","","","f0.png","","","",""
"3","1","Overview","Compensation",NA,"","Continue","8105.6",1,"left","",NA,"f0.png","f0.png","f0.png","","","f0.png","","","",""
"4","1","Overview","Ready",NA,"","Start","1214.1",1,"left","",NA,"f0.png","f0.png","f0.png","","","f0.png","","","",""
"5","1","T1Instructions","T1 Title",1,"","","2000.012",0,"right","",NA,"f0.png","f0.png","","f0.png","f0.png","","","","",""
"6","1","T1Instructions","Progress",1,"","Continue","18569.6",1,"right","",NA,"f0.png","f0.png","","f0.png","f0.png","","","","",""
"7","1","T1Instructions","Info",1,"","Continue","22688.5",1,"right","",NA,"f0.png","f0.png","","f0.png","f0.png","","","","",""
"8","1","T1Instructions","Wait",1,"","Continue","3751.8",1,"right","",NA,"f0.png","f0.png","","f0.png","f0.png","","","","",""
"9","1","T1Instructions","OutFeed1",1,"","Continue","24212.9",1,"right","",NA,"f0.png","f0.png","","f0.png","f0.png","","","","",""
"10","1","T1Instructions","OutFeed2",1,"","Continue","3385.2",1,"right","",NA,"f0.png","f0.png","","f0.png","f0.png","","","","",""
"11","1","T1Instructions","OutFeed3",1,"","Continue","7280.9",1,"right","",NA,"f0.png","f0.png","","f0.png","f0.png","","","","",""
"12","1","T1Instructions","Block",1,"","Continue","19365.8",1,"right","",NA,"f0.png","f0.png","","f0.png","f0.png","","","","",""
"13","1","T1Instructions","Ready",1,"","Start","3867.1",1,"right","",NA,"f0.png","f0.png","","f0.png","f0.png","","","","",""
"14","1","T1Instructions","Practice Block",1,"","Start","7442.4",1,"right","",NA,"f0.png","f0.png","","f0.png","f0.png","","","","",""
"15","1","Practice","Progress",1,"H","","1000.044",0,"left","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","practice2.jpg","f4.png","","","",""
"16","1","Practice","Pie",1,"H","","999.783",0,"left","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","practice2.jpg","f4.png","","","",""
"17","1","Practice","Wait",1,"H","","1500.156",0,"left","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","practice2.jpg","f4.png","","","",""
"18","1","Practice","Outcome",1,"H","left","569.9",1,"left","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","practice2.jpg","f4.png","","","",""
"19","1","Practice","left",1,"H","","999.897",0,"left","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","practice2.jpg","f4.png","","","",""
"20","1","Practice","Blank",1,"H","","16.655",0,"left","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","practice2.jpg","f4.png","","","",""
"21","1","Practice","Progress",1,"H","","1000.154",0,"right","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","f4.png","practice1.jpg","","","",""
"22","1","Practice","Pie",1,"H","","1000.009",0,"right","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","f4.png","practice1.jpg","","","",""
"23","1","Practice","Wait",1,"H","","1499.813",0,"right","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","f4.png","practice1.jpg","","","",""
"24","1","Practice","Outcome",1,"H","right","444.5",1,"right","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","f4.png","practice1.jpg","","","",""
"25","1","Practice","right",1,"H","","999.989",0,"right","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","f4.png","practice1.jpg","","","",""
"26","1","Practice","Blank",1,"H","","16.721",0,"right","pie1.png",1,"f1.png","f4.png","f1.png","pie1.png","f4.png","practice1.jpg","","","",""
"27","1","Practice","Progress",1,"L","","999.967",0,"left","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","0.png","f5.png","","","",""
"28","1","Practice","Pie",1,"L","","999.991",0,"left","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","0.png","f5.png","","","",""
"29","1","Practice","Wait",1,"L","","1500.009",0,"left","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","0.png","f5.png","","","",""
"30","1","Practice","Outcome",1,"L","left","487",1,"left","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","0.png","f5.png","","","",""
"31","1","Practice","left",1,"L","","1000.097",0,"left","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","0.png","f5.png","","","",""
"32","1","Practice","Blank",1,"L","","16.662",0,"left","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","0.png","f5.png","","","",""
"33","1","Practice","Progress",1,"H","","1000.033",0,"left","pie23.png",0,"f0.png","f0.png","f0.png","pie23.png","0.png","f0.png","","","",""
"34","1","Practice","Pie",1,"H","","999.997",0,"left","pie23.png",0,"f0.png","f0.png","f0.png","pie23.png","0.png","f0.png","","","",""
"35","1","Practice","Wait",1,"H","","1499.981",0,"left","pie23.png",0,"f0.png","f0.png","f0.png","pie23.png","0.png","f0.png","","","",""
"36","1","Practice","Outcome",1,"H","left","519.6",1,"left","pie23.png",0,"f0.png","f0.png","f0.png","pie23.png","0.png","f0.png","","","",""
"37","1","Practice","left",1,"H","","999.985",0,"left","pie23.png",0,"f0.png","f0.png","f0.png","pie23.png","0.png","f0.png","","","",""
"38","1","Practice","Blank",1,"H","","16.67",0,"left","pie23.png",0,"f0.png","f0.png","f0.png","pie23.png","0.png","f0.png","","","",""
"39","1","Practice","Progress",1,"H","","999.961",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice3.jpg","f0.png","","","",""
"40","1","Practice","Pie",1,"H","","999.964",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice3.jpg","f0.png","","","",""
"41","1","Practice","Wait",1,"H","","1500.015",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice3.jpg","f0.png","","","",""
"42","1","Practice","Outcome",1,"H","left","437.3",1,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice3.jpg","f0.png","","","",""
"43","1","Practice","left",1,"H","","999.978",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice3.jpg","f0.png","","","",""
"44","1","Practice","Blank",1,"H","","16.689",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice3.jpg","f0.png","","","",""
"45","1","Practice","Progress",1,"L","","1000.002",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"46","1","Practice","Pie",1,"L","","999.979",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"47","1","Practice","Wait",1,"L","","1500.014",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"48","1","Practice","Outcome",1,"L","right","552.6",1,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"49","1","Practice","right",1,"L","","999.869",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"50","1","Practice","Blank",1,"L","","16.677",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"51","1","Practice","Progress",1,"L","","1000.137",0,"right","pie13.png",1,"f3.png","f6.png","pie13.png","f3.png","f6.png","practice5.jpg","","","",""
"52","1","Practice","Pie",1,"L","","1000",0,"right","pie13.png",1,"f3.png","f6.png","pie13.png","f3.png","f6.png","practice5.jpg","","","",""
"53","1","Practice","Wait",1,"L","","1499.814",0,"right","pie13.png",1,"f3.png","f6.png","pie13.png","f3.png","f6.png","practice5.jpg","","","",""
"54","1","Practice","Outcome",1,"L","right","484.7",1,"right","pie13.png",1,"f3.png","f6.png","pie13.png","f3.png","f6.png","practice5.jpg","","","",""
"55","1","Practice","right",1,"L","","1000.155",0,"right","pie13.png",1,"f3.png","f6.png","pie13.png","f3.png","f6.png","practice5.jpg","","","",""
"56","1","Practice","Blank",1,"L","","16.661",0,"right","pie13.png",1,"f3.png","f6.png","pie13.png","f3.png","f6.png","practice5.jpg","","","",""
"57","1","Practice","Progress",1,"L","","1000.003",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"58","1","Practice","Pie",1,"L","","999.982",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"59","1","Practice","Wait",1,"L","","1500.012",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"60","1","Practice","Outcome",1,"L","left","469.4",1,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"61","1","Practice","left",1,"L","","999.89",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"62","1","Practice","Blank",1,"L","","16.696",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"63","1","Practice","Progress",1,"H","","1000.108",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice4.jpg","f0.png","","","",""
"64","1","Practice","Pie",1,"H","","1000.003",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice4.jpg","f0.png","","","",""
"65","1","Practice","Wait",1,"H","","1500.039",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice4.jpg","f0.png","","","",""
"66","1","Practice","Outcome",1,"H","left","557.6",1,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice4.jpg","f0.png","","","",""
"67","1","Practice","left",1,"H","","999.994",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice4.jpg","f0.png","","","",""
"68","1","Practice","Blank",1,"H","","16.691",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","practice4.jpg","f0.png","","","",""
"69","1","Practice","Progress",1,"L","","999.991",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"70","1","Practice","Pie",1,"L","","999.991",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"71","1","Practice","Wait",1,"L","","1499.829",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"72","1","Practice","Outcome",1,"L","left","499.3",1,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"73","1","Practice","left",1,"L","","999.851",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"74","1","Practice","Blank",1,"L","","16.675",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"75","1","PracComplete","Prac Feedback",1,"","Continue","2702.1",1,"left","",NA,"f0.png","f0.png","f0.png","","","f0.png","","","",""
"76","1","PracComplete","Task Begin",1,"","Start","1804.3",1,"left","",NA,"f0.png","f0.png","f0.png","","","f0.png","","","",""
"77","1","T1Block2Start","Block L",1,"","Start","1880.4",1,"right","",NA,"f0.png","f0.png","","f0.png","f0.png","","","","",""
"78","1","T1Trial","Progress",1,"L","","999.995",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"79","1","T1Trial","Pie",1,"L","","999.872",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"80","1","T1Trial","Wait",1,"L","","1500.011",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"81","1","T1Trial","Outcome",1,"L","right","547.1",1,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"82","1","T1Trial","right",1,"L","","999.993",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"83","1","T1Trial","Blank",1,"L","","16.72",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"84","1","T1Trial","Progress",1,"L","","999.998",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"85","1","T1Trial","Pie",1,"L","","999.767",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"86","1","T1Trial","Wait",1,"L","","1500.223",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"87","1","T1Trial","Outcome",1,"L","left","495.7",1,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"88","1","T1Trial","left",1,"L","","999.984",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"89","1","T1Trial","Blank",1,"L","","16.712",0,"left","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","0.png","f7.png","","","",""
"90","1","T1Trial","Progress",1,"L","","999.846",0,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"91","1","T1Trial","Pie",1,"L","","1000.148",0,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"92","1","T1Trial","Wait",1,"L","","1499.983",0,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"93","1","T1Trial","Outcome",1,"L","left","489.2",1,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"94","1","T1Trial","left",1,"L","","999.999",0,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"95","1","T1Trial","Blank",1,"L","","16.724",0,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"96","1","T1Trial","Progress",1,"L","","999.967",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"97","1","T1Trial","Pie",1,"L","","1000.033",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"98","1","T1Trial","Wait",1,"L","","1499.983",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"99","1","T1Trial","Outcome",1,"L","right","431.8",1,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"100","1","T1Trial","right",1,"L","","1000.113",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"101","1","T1Trial","Blank",1,"L","","16.709",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"102","1","T1Trial","Progress",1,"L","","1000.012",0,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","5.png","","","",""
"103","1","T1Trial","Pie",1,"L","","999.858",0,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","5.png","","","",""
"104","1","T1Trial","Wait",1,"L","","1500.124",0,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","5.png","","","",""
"105","1","T1Trial","Outcome",1,"L","right","418.3",1,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","5.png","","","",""
"106","1","T1Trial","right",1,"L","","1000.003",0,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","5.png","","","",""
"107","1","T1Trial","Blank",1,"L","","16.669",0,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","5.png","","","",""
"108","1","T1Trial","Progress",1,"L","","999.944",0,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"109","1","T1Trial","Pie",1,"L","","1000.006",0,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"110","1","T1Trial","Wait",1,"L","","1499.866",0,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"111","1","T1Trial","Outcome",1,"L","left","484.7",1,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"112","1","T1Trial","left",1,"L","","999.988",0,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"113","1","T1Trial","Blank",1,"L","","16.697",0,"left","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","0.png","f5.png","","","",""
"114","1","T1Trial","Progress",1,"L","","999.934",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"115","1","T1Trial","Pie",1,"L","","1000.001",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"116","1","T1Trial","Wait",1,"L","","1500.034",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"117","1","T1Trial","Outcome",1,"L","right","396.7",1,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"118","1","T1Trial","right",1,"L","","999.991",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"119","1","T1Trial","Blank",1,"L","","16.684",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"120","1","T1Trial","Progress",1,"L","","1000.144",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"121","1","T1Trial","Pie",1,"L","","999.866",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"122","1","T1Trial","Wait",1,"L","","1499.957",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"123","1","T1Trial","Outcome",1,"L","right","432.6",1,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"124","1","T1Trial","right",1,"L","","1000.014",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"125","1","T1Trial","Blank",1,"L","","16.69",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"126","1","T1Trial","Progress",1,"L","","999.968",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"127","1","T1Trial","Pie",1,"L","","999.839",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"128","1","T1Trial","Wait",1,"L","","1499.996",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"129","1","T1Trial","Outcome",1,"L","right","440.5",1,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"130","1","T1Trial","right",1,"L","","1000.171",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"131","1","T1Trial","Blank",1,"L","","16.67",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"132","1","T1Trial","Progress",1,"L","","999.91",0,"left","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","0.png","f7.png","","","",""
"133","1","T1Trial","Pie",1,"L","","1000.056",0,"left","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","0.png","f7.png","","","",""
"134","1","T1Trial","Wait",1,"L","","1499.995",0,"left","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","0.png","f7.png","","","",""
"135","1","T1Trial","Outcome",1,"L","left","427.1",1,"left","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","0.png","f7.png","","","",""
"136","1","T1Trial","left",1,"L","","1000.131",0,"left","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","0.png","f7.png","","","",""
"137","1","T1Trial","Blank",1,"L","","16.555",0,"left","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","0.png","f7.png","","","",""
"138","1","T1Trial","Progress",1,"L","","1000.108",0,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","72.png","","","",""
"139","1","T1Trial","Pie",1,"L","","999.989",0,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","72.png","","","",""
"140","1","T1Trial","Wait",1,"L","","1499.859",0,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","72.png","","","",""
"141","1","T1Trial","Outcome",1,"L","right","422.6",1,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","72.png","","","",""
"142","1","T1Trial","right",1,"L","","999.944",0,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","72.png","","","",""
"143","1","T1Trial","Blank",1,"L","","16.726",0,"right","pie23.png",1,"f0.png","f0.png","pie23.png","f0.png","f0.png","72.png","","","",""
"144","1","T1Trial","Progress",1,"L","","1000.005",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","64.png","f0.png","","","",""
"145","1","T1Trial","Pie",1,"L","","999.859",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","64.png","f0.png","","","",""
"146","1","T1Trial","Wait",1,"L","","1500.107",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","64.png","f0.png","","","",""
"147","1","T1Trial","Outcome",1,"L","left","402.3",1,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","64.png","f0.png","","","",""
"148","1","T1Trial","left",1,"L","","1000.091",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","64.png","f0.png","","","",""
"149","1","T1Trial","Blank",1,"L","","16.763",0,"left","pie23.png",1,"f0.png","f0.png","f0.png","pie23.png","64.png","f0.png","","","",""
"150","1","T1Trial","Progress",1,"L","","999.963",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"151","1","T1Trial","Pie",1,"L","","1000.005",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"152","1","T1Trial","Wait",1,"L","","1499.99",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"153","1","T1Trial","Outcome",1,"L","right","453.1",1,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"154","1","T1Trial","right",1,"L","","1000.012",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"155","1","T1Trial","Blank",1,"L","","16.795",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"156","1","T1Trial","Progress",1,"L","","999.789",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"157","1","T1Trial","Pie",1,"L","","1000.216",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"158","1","T1Trial","Wait",1,"L","","1499.838",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"159","1","T1Trial","Outcome",1,"L","right","382.6",1,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"160","1","T1Trial","right",1,"L","","999.775",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"161","1","T1Trial","Blank",1,"L","","16.841",0,"right","pie13.png",0,"f3.png","f7.png","f3.png","pie13.png","f7.png","0.png","","","",""
"162","1","T1Trial","Progress",1,"L","","999.971",0,"right","pie13.png",1,"f3.png","f6.png","f3.png","pie13.png","f6.png","20.png","","","",""
"163","1","T1Trial","Pie",1,"L","","999.844",0,"right","pie13.png",1,"f3.png","f6.png","f3.png","pie13.png","f6.png","20.png","","","",""
"164","1","T1Trial","Wait",1,"L","","1500.182",0,"right","pie13.png",1,"f3.png","f6.png","f3.png","pie13.png","f6.png","20.png","","","",""
"165","1","T1Trial","Outcome",1,"L","right","386.5",1,"right","pie13.png",1,"f3.png","f6.png","f3.png","pie13.png","f6.png","20.png","","","",""
"166","1","T1Trial","right",1,"L","","999.889",0,"right","pie13.png",1,"f3.png","f6.png","f3.png","pie13.png","f6.png","20.png","","","",""
"167","1","T1Trial","Blank",1,"L","","16.794",0,"right","pie13.png",1,"f3.png","f6.png","f3.png","pie13.png","f6.png","20.png","","","",""
"168","1","T1Trial","Progress",1,"L","","999.966",0,"left","pie23.png",0,"f0.png","f0.png","pie23.png","f0.png","0.png","f0.png","","","",""
"169","1","T1Trial","Pie",1,"L","","1000.066",0,"left","pie23.png",0,"f0.png","f0.png","pie23.png","f0.png","0.png","f0.png","","","",""
"170","1","T1Trial","Wait",1,"L","","1499.984",0,"left","pie23.png",0,"f0.png","f0.png","pie23.png","f0.png","0.png","f0.png","","","",""
"171","1","T1Trial","Outcome",1,"L","left","470.4",1,"left","pie23.png",0,"f0.png","f0.png","pie23.png","f0.png","0.png","f0.png","","","",""
"172","1","T1Trial","left",1,"L","","1000.13",0,"left","pie23.png",0,"f0.png","f0.png","pie23.png","f0.png","0.png","f0.png","","","",""
"173","1","T1Trial","Blank",1,"L","","16.562",0,"left","pie23.png",0,"f0.png","f0.png","pie23.png","f0.png","0.png","f0.png","","","",""
"174","1","T1Trial","Progress",1,"L","","1000.142",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"175","1","T1Trial","Pie",1,"L","","1000.001",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"176","1","T1Trial","Wait",1,"L","","1499.82",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"177","1","T1Trial","Outcome",1,"L","right","351.3",1,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"178","1","T1Trial","right",1,"L","","1000.035",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"179","1","T1Trial","Blank",1,"L","","16.813",0,"right","pie0.png",0,"f0.png","f5.png","pie0.png","f0.png","f5.png","0.png","","","",""
"180","1","T1Trial","Progress",1,"L","","999.962",0,"right","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","f7.png","0.png","","","",""
"181","1","T1Trial","Pie",1,"L","","999.851",0,"right","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","f7.png","0.png","","","",""
"182","1","T1Trial","Wait",1,"L","","1499.986",0,"right","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","f7.png","0.png","","","",""
"183","1","T1Trial","Outcome",1,"L","right","357.7",1,"right","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","f7.png","0.png","","","",""
"184","1","T1Trial","right",1,"L","","1000.002",0,"right","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","f7.png","0.png","","","",""
"185","1","T1Trial","Blank",1,"L","","16.545",0,"right","pie13.png",0,"f3.png","f7.png","pie13.png","f3.png","f7.png","0.png","","","",""
"186","1","T1Trial","Progress",1,"L","","1000.083",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"187","1","T1Trial","Pie",1,"L","","1000.034",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
"188","1","T1Trial","Wait",1,"L","","1499.958",0,"right","pie0.png",0,"f0.png","f5.png","f0.png","pie0.png","f5.png","0.png","","","",""
