"","subject","task","display","screen","rt","response","T3.img","trial"
"401","6",3,"T3Trial","Rating Screen","937.1000001",0,"37.png",41
"402","6",3,"T3Trial","Rating Screen","1205.2",1,"6.png",42
"403","6",3,"T3Trial","Rating Screen","683.8999999",1,"18.png",43
"404","6",3,"T3Trial","Rating Screen","862.5999999",1,"46.png",44
"405","6",3,"T3Trial","Rating Screen","1289.9",2,"15.png",45
"406","6",3,"T3Trial","Rating Screen","1255.4",1,"11.png",46
"407","6",3,"T3Trial","Rating Screen","848.6999998",1,"63.png",47
"408","6",3,"T3Trial","Rating Screen","796.1999998",1,"40.png",48
"409","6",3,"T3Trial","Rating Screen","683.4000001",1,"44.png",49
"410","6",3,"T3Trial","Rating Screen","589",1,"39.png",50
"411","6",3,"T3Trial","Rating Screen","1373.2",2,"50.png",51
"412","6",3,"T3Trial","Rating Screen","1401.5",0,"28.png",52
"413","6",3,"T3Trial","Rating Screen","1041.7",1,"4.png",53
"414","6",3,"T3Trial","Rating Screen","1281.4",1,"20.png",54
"415","6",3,"T3Trial","Rating Screen","1346",0,"66.png",55
"416","6",3,"T3Trial","Rating Screen","945.0999999",0,"52.png",56
"417","6",3,"T3Trial","Rating Screen","1145",0,"24.png",57
"418","6",3,"T3Trial","Rating Screen","798.2",0,"16.png",58
"419","6",3,"T3Trial","Rating Screen","668.2",0,"55.png",59
"420","6",3,"T3Trial","Rating Screen","847.2",0,"71.png",60
"421","6",3,"T3Trial","Rating Screen","839.8",0,"3.png",61
"422","6",3,"T3Trial","Rating Screen","706.8",0,"27.png",62
"423","6",3,"T3Trial","Rating Screen","883.3",0,"65.png",63
"424","6",3,"T3Trial","Rating Screen","1986.9",2,"43.png",64
"425","6",3,"T3Trial","Rating Screen","1096.3",0,"60.png",65
"426","6",3,"T3Trial","Rating Screen","944.2",0,"61.png",66
"427","6",3,"T3Trial","Rating Screen","825.8",0,"25.png",67
"428","6",3,"T3Trial","Rating Screen","841.7",0,"10.png",68
"429","6",3,"T3Trial","Rating Screen","1025.6",0,"26.png",69
"430","6",3,"T3Trial","Rating Screen","721.0999999",0,"14.png",70
"431","6",3,"T3Trial","Rating Screen","615.2",0,"29.png",71
"432","6",3,"T3Trial","Rating Screen","1420.1",1,"12.png",72
"433","7",3,"T3Trial","Rating Screen","6580",1,"4.png",1
"434","7",3,"T3Trial","Rating Screen","3384",1,"8.png",2
"435","7",3,"T3Trial","Rating Screen","7439",2,"62.png",3
"436","7",3,"T3Trial","Rating Screen","2282",2,"61.png",4
"437","7",3,"T3Trial","Rating Screen","2173",2,"67.png",5
"438","7",3,"T3Trial","Rating Screen","2421",1,"57.png",6
"439","7",3,"T3Trial","Rating Screen","4228",2,"16.png",7
"440","7",3,"T3Trial","Rating Screen","2568",2,"13.png",8
"441","7",3,"T3Trial","Rating Screen","2331",2,"54.png",9
"442","7",3,"T3Trial","Rating Screen","1852",2,"23.png",10
"443","7",3,"T3Trial","Rating Screen","1773",2,"49.png",11
"444","7",3,"T3Trial","Rating Screen","4084",3,"72.png",12
"445","7",3,"T3Trial","Rating Screen","2634",2,"12.png",13
"446","7",3,"T3Trial","Rating Screen","2466",3,"41.png",14
"447","7",3,"T3Trial","Rating Screen","4421",2,"29.png",15
"448","7",3,"T3Trial","Rating Screen","2953",3,"55.png",16
"449","7",3,"T3Trial","Rating Screen","1937",2,"35.png",17
"450","7",3,"T3Trial","Rating Screen","3029",3,"48.png",18
"451","7",3,"T3Trial","Rating Screen","3336",2,"9.png",19
"452","7",3,"T3Trial","Rating Screen","1926",2,"65.png",20
"453","7",3,"T3Trial","Rating Screen","1939",2,"34.png",21
"454","7",3,"T3Trial","Rating Screen","4311",2,"69.png",22
"455","7",3,"T3Trial","Rating Screen","1370",2,"58.png",23
"456","7",3,"T3Trial","Rating Screen","1736",2,"50.png",24
"457","7",3,"T3Trial","Rating Screen","1709",2,"37.png",25
"458","7",3,"T3Trial","Rating Screen","2360",2,"21.png",26
"459","7",3,"T3Trial","Rating Screen","2587",2,"63.png",27
"460","7",3,"T3Trial","Rating Screen","2598",3,"6.png",28
"461","7",3,"T3Trial","Rating Screen","2544",3,"40.png",29
"462","7",3,"T3Trial","Rating Screen","2524",2,"33.png",30
"463","7",3,"T3Trial","Rating Screen","2731",3,"70.png",31
"464","7",3,"T3Trial","Rating Screen","1581",3,"11.png",32
"465","7",3,"T3Trial","Rating Screen","2716",3,"46.png",33
"466","7",3,"T3Trial","Rating Screen","1626",3,"45.png",34
"467","7",3,"T3Trial","Rating Screen","2459",3,"2.png",35
"468","7",3,"T3Trial","Rating Screen","2634",3,"30.png",36
"469","7",3,"T3Trial","Rating Screen","2592",3,"39.png",37
"470","7",3,"T3Trial","Rating Screen","2716",2,"5.png",38
"471","7",3,"T3Trial","Rating Screen","3231",1,"20.png",39
"472","7",3,"T3Trial","Rating Screen","2334",2,"7.png",40
"473","7",3,"T3Trial","Rating Screen","2487",1,"64.png",41
"474","7",3,"T3Trial","Rating Screen","2451",2,"28.png",42
"475","7",3,"T3Trial","Rating Screen","2738",3,"47.png",43
"476","7",3,"T3Trial","Rating Screen","4632",2,"68.png",44
"477","7",3,"T3Trial","Rating Screen","1547",2,"38.png",45
"478","7",3,"T3Trial","Rating Screen","2472",2,"25.png",46
"479","7",3,"T3Trial","Rating Screen","1415",2,"14.png",47
"480","7",3,"T3Trial","Rating Screen","2486",1,"43.png",48
"481","7",3,"T3Trial","Rating Screen","2556",3,"22.png",49
"482","7",3,"T3Trial","Rating Screen","1547",2,"26.png",50
"483","7",3,"T3Trial","Rating Screen","1146",2,"71.png",51
"484","7",3,"T3Trial","Rating Screen","2292",3,"17.png",52
"485","7",3,"T3Trial","Rating Screen","2530",2,"27.png",53
"486","7",3,"T3Trial","Rating Screen","1824",2,"3.png",54
"487","7",3,"T3Trial","Rating Screen","2153",1,"53.png",55
"488","7",3,"T3Trial","Rating Screen","1556",1,"60.png",56
"489","7",3,"T3Trial","Rating Screen","1797",2,"18.png",57
"490","7",3,"T3Trial","Rating Screen","2068",2,"51.png",58
"491","7",3,"T3Trial","Rating Screen","1691",2,"36.png",59
"492","7",3,"T3Trial","Rating Screen","1957",2,"1.png",60
"493","7",3,"T3Trial","Rating Screen","3481",1,"19.png",61
"494","7",3,"T3Trial","Rating Screen","2767",3,"10.png",62
"495","7",3,"T3Trial","Rating Screen","2031",1,"56.png",63
"496","7",3,"T3Trial","Rating Screen","2683",2,"24.png",64
"497","7",3,"T3Trial","Rating Screen","2045",3,"31.png",65
"498","7",3,"T3Trial","Rating Screen","2615",2,"59.png",66
"499","7",3,"T3Trial","Rating Screen","2119",2,"15.png",67
"500","7",3,"T3Trial","Rating Screen","1369",2,"66.png",68
"501","7",3,"T3Trial","Rating Screen","1783",2,"44.png",69
"502","7",3,"T3Trial","Rating Screen","2202",1,"32.png",70
"503","7",3,"T3Trial","Rating Screen","2194",2,"52.png",71
"504","7",3,"T3Trial","Rating Screen","1655",2,"42.png",72
"505","8",3,"T3Trial","Rating Screen","6578.5",0,"47.png",1
"506","8",3,"T3Trial","Rating Screen","2860.4",2,"2.png",2
"507","8",3,"T3Trial","Rating Screen","2731.5",2,"66.png",3
"508","8",3,"T3Trial","Rating Screen","5282.6",3,"31.png",4
"509","8",3,"T3Trial","Rating Screen","1124.4",3,"21.png",5
"510","8",3,"T3Trial","Rating Screen","1129",3,"63.png",6
"511","8",3,"T3Trial","Rating Screen","1179.7",3,"45.png",7
"512","8",3,"T3Trial","Rating Screen","991.1",3,"68.png",8
"513","8",3,"T3Trial","Rating Screen","1751.9",3,"44.png",9
"514","8",3,"T3Trial","Rating Screen","1181.6",3,"58.png",10
"515","8",3,"T3Trial","Rating Screen","1090.9",3,"65.png",11
"516","8",3,"T3Trial","Rating Screen","985.4",3,"1.png",12
"517","8",3,"T3Trial","Rating Screen","3709.7",0,"37.png",13
"518","8",3,"T3Trial","Rating Screen","1140.5",2,"55.png",14
"519","8",3,"T3Trial","Rating Screen","1037",2,"18.png",15
"520","8",3,"T3Trial","Rating Screen","777.6",2,"52.png",16
"521","8",3,"T3Trial","Rating Screen","2094.2",3,"40.png",17
"522","8",3,"T3Trial","Rating Screen","884.4",3,"38.png",18
"523","8",3,"T3Trial","Rating Screen","866.6",3,"34.png",19
"524","8",3,"T3Trial","Rating Screen","1507.4",2,"3.png",20
"525","8",3,"T3Trial","Rating Screen","844.5",2,"16.png",21
"526","8",3,"T3Trial","Rating Screen","1923",3,"15.png",22
"527","8",3,"T3Trial","Rating Screen","847.1",3,"12.png",23
"528","8",3,"T3Trial","Rating Screen","1025.7",3,"28.png",24
"529","8",3,"T3Trial","Rating Screen","801.7",3,"5.png",25
"530","8",3,"T3Trial","Rating Screen","907.2",3,"50.png",26
"531","8",3,"T3Trial","Rating Screen","741.5",3,"36.png",27
"532","8",3,"T3Trial","Rating Screen","719.5",3,"71.png",28
"533","8",3,"T3Trial","Rating Screen","437.7",3,"57.png",29
"534","8",3,"T3Trial","Rating Screen","629.6",3,"13.png",30
"535","8",3,"T3Trial","Rating Screen","1325",3,"22.png",31
"536","8",3,"T3Trial","Rating Screen","885.1",3,"69.png",32
"537","8",3,"T3Trial","Rating Screen","679.3",3,"53.png",33
"538","8",3,"T3Trial","Rating Screen","678.4",3,"10.png",34
"539","8",3,"T3Trial","Rating Screen","696.1",3,"6.png",35
"540","8",3,"T3Trial","Rating Screen","772.6",3,"56.png",36
"541","8",3,"T3Trial","Rating Screen","735.8",3,"62.png",37
"542","8",3,"T3Trial","Rating Screen","595.5",3,"39.png",38
"543","8",3,"T3Trial","Rating Screen","573.1",3,"67.png",39
"544","8",3,"T3Trial","Rating Screen","611.2",3,"23.png",40
"545","8",3,"T3Trial","Rating Screen","472.3",3,"25.png",41
"546","8",3,"T3Trial","Rating Screen","346.4",3,"60.png",42
"547","8",3,"T3Trial","Rating Screen","573.8",3,"20.png",43
"548","8",3,"T3Trial","Rating Screen","407",3,"29.png",44
"549","8",3,"T3Trial","Rating Screen","609.6",3,"32.png",45
"550","8",3,"T3Trial","Rating Screen","2915.8",2,"27.png",46
"551","8",3,"T3Trial","Rating Screen","1913.7",3,"43.png",47
"552","8",3,"T3Trial","Rating Screen","2158.9",1,"51.png",48
"553","8",3,"T3Trial","Rating Screen","11457.2",0,"70.png",49
"554","8",3,"T3Trial","Rating Screen","2011.8",-1,"9.png",50
"555","8",3,"T3Trial","Rating Screen","1645.4",2,"41.png",51
"556","8",3,"T3Trial","Rating Screen","1902.6",3,"49.png",52
"557","8",3,"T3Trial","Rating Screen","953.1",3,"19.png",53
"558","8",3,"T3Trial","Rating Screen","964.5",2,"30.png",54
"559","8",3,"T3Trial","Rating Screen","1940.7",3,"11.png",55
"560","8",3,"T3Trial","Rating Screen","1141",3,"4.png",56
"561","8",3,"T3Trial","Rating Screen","1514.8",2,"33.png",57
"562","8",3,"T3Trial","Rating Screen","1272.5",3,"61.png",58
"563","8",3,"T3Trial","Rating Screen","834.3",3,"24.png",59
"564","8",3,"T3Trial","Rating Screen","1650.8",2,"54.png",60
"565","8",3,"T3Trial","Rating Screen","1061.3",3,"26.png",61
"566","8",3,"T3Trial","Rating Screen","946.9",3,"14.png",62
"567","8",3,"T3Trial","Rating Screen","977.6",3,"48.png",63
"568","8",3,"T3Trial","Rating Screen","1749.7",2,"7.png",64
"569","8",3,"T3Trial","Rating Screen","1414.3",3,"17.png",65
"570","8",3,"T3Trial","Rating Screen","853.3",3,"42.png",66
"571","8",3,"T3Trial","Rating Screen","1033.3",3,"8.png",67
"572","8",3,"T3Trial","Rating Screen","891.7",3,"64.png",68
"573","8",3,"T3Trial","Rating Screen","1014.7",3,"72.png",69
"574","8",3,"T3Trial","Rating Screen","1461.7",2,"46.png",70
"575","8",3,"T3Trial","Rating Screen","1116.8",3,"59.png",71
"576","8",3,"T3Trial","Rating Screen","839.9",3,"35.png",72
"577","10",3,"T3Trial","Rating Screen","4914.2",2,"39.png",1
"578","10",3,"T3Trial","Rating Screen","3009.9",1,"40.png",2
"579","10",3,"T3Trial","Rating Screen","1525.9",1,"57.png",3
"580","10",3,"T3Trial","Rating Screen","1524",2,"3.png",4
"581","10",3,"T3Trial","Rating Screen","2090.2",1,"25.png",5
"582","10",3,"T3Trial","Rating Screen","1708.8",1,"41.png",6
"583","10",3,"T3Trial","Rating Screen","2174",2,"6.png",7
"584","10",3,"T3Trial","Rating Screen","1708.7",2,"18.png",8
"585","10",3,"T3Trial","Rating Screen","2803.3",2,"11.png",9
"586","10",3,"T3Trial","Rating Screen","2074.7",3,"1.png",10
"587","10",3,"T3Trial","Rating Screen","2039.5",1,"55.png",11
"588","10",3,"T3Trial","Rating Screen","1380.2",1,"47.png",12
"589","10",3,"T3Trial","Rating Screen","1666.4",1,"37.png",13
"590","10",3,"T3Trial","Rating Screen","1430.5",1,"24.png",14
"591","10",3,"T3Trial","Rating Screen","1636",2,"60.png",15
"592","10",3,"T3Trial","Rating Screen","2204.3",0,"51.png",16
"593","10",3,"T3Trial","Rating Screen","1291.6",1,"32.png",17
"594","10",3,"T3Trial","Rating Screen","2005.7",2,"71.png",18
"595","10",3,"T3Trial","Rating Screen","1505.5",2,"33.png",19
"596","10",3,"T3Trial","Rating Screen","1909.9",2,"30.png",20
"597","10",3,"T3Trial","Rating Screen","2882.2",1,"68.png",21
"598","10",3,"T3Trial","Rating Screen","2690.8",3,"29.png",22
"599","10",3,"T3Trial","Rating Screen","1722.8",2,"17.png",23
"600","10",3,"T3Trial","Rating Screen","1866",2,"50.png",24
"601","10",3,"T3Trial","Rating Screen","1529.8",1,"52.png",25
"602","10",3,"T3Trial","Rating Screen","2449.7",1,"5.png",26
"603","10",3,"T3Trial","Rating Screen","2110.5",2,"14.png",27
"604","10",3,"T3Trial","Rating Screen","1933.2",1,"2.png",28
"605","10",3,"T3Trial","Rating Screen","1844",2,"9.png",29
"606","10",3,"T3Trial","Rating Screen","2098.1",2,"64.png",30
"607","10",3,"T3Trial","Rating Screen","1808",2,"54.png",31
"608","10",3,"T3Trial","Rating Screen","1518.2",2,"36.png",32
"609","10",3,"T3Trial","Rating Screen","1518.3",2,"48.png",33
"610","10",3,"T3Trial","Rating Screen","1212.2",1,"59.png",34
"611","10",3,"T3Trial","Rating Screen","1283.8",1,"66.png",35
"612","10",3,"T3Trial","Rating Screen","1326.3",2,"70.png",36
"613","10",3,"T3Trial","Rating Screen","1593.1",3,"28.png",37
"614","10",3,"T3Trial","Rating Screen","1504.7",2,"44.png",38
"615","10",3,"T3Trial","Rating Screen","1424.1",1,"15.png",39
"616","10",3,"T3Trial","Rating Screen","1179.3",2,"46.png",40
"617","10",3,"T3Trial","Rating Screen","3048.9",2,"34.png",41
"618","10",3,"T3Trial","Rating Screen","1422.3",2,"72.png",42
"619","10",3,"T3Trial","Rating Screen","1325.3",1,"19.png",43
"620","10",3,"T3Trial","Rating Screen","1355.8",2,"69.png",44
"621","10",3,"T3Trial","Rating Screen","1401.7",1,"7.png",45
"622","10",3,"T3Trial","Rating Screen","1651.5",1,"13.png",46
"623","10",3,"T3Trial","Rating Screen","1148.6",1,"63.png",47
"624","10",3,"T3Trial","Rating Screen","1635.3",2,"27.png",48
"625","10",3,"T3Trial","Rating Screen","1484.3",2,"26.png",49
"626","10",3,"T3Trial","Rating Screen","2289.8",2,"58.png",50
"627","10",3,"T3Trial","Rating Screen","1074",1,"42.png",51
"628","10",3,"T3Trial","Rating Screen","1819.4",3,"53.png",52
"629","10",3,"T3Trial","Rating Screen","1360.2",2,"38.png",53
"630","10",3,"T3Trial","Rating Screen","1244.4",2,"45.png",54
"631","10",3,"T3Trial","Rating Screen","1532.4",2,"43.png",55
"632","10",3,"T3Trial","Rating Screen","2332.8",1,"8.png",56
"633","10",3,"T3Trial","Rating Screen","1882.4",1,"12.png",57
"634","10",3,"T3Trial","Rating Screen","3575.6",1,"65.png",58
"635","10",3,"T3Trial","Rating Screen","1926.4",1,"56.png",59
"636","10",3,"T3Trial","Rating Screen","1307.7",2,"31.png",60
"637","10",3,"T3Trial","Rating Screen","1417.8",2,"22.png",61
"638","10",3,"T3Trial","Rating Screen","906.8",2,"49.png",62
"639","10",3,"T3Trial","Rating Screen","1501.3",2,"61.png",63
"640","10",3,"T3Trial","Rating Screen","1593.3",2,"67.png",64
"641","10",3,"T3Trial","Rating Screen","1915.8",3,"21.png",65
"642","10",3,"T3Trial","Rating Screen","1186",2,"62.png",66
"643","10",3,"T3Trial","Rating Screen","1509.2",2,"4.png",67
"644","10",3,"T3Trial","Rating Screen","2052.8",2,"35.png",68
"645","10",3,"T3Trial","Rating Screen","1157.7",2,"10.png",69
"646","10",3,"T3Trial","Rating Screen","1561.2",1,"16.png",70
"647","10",3,"T3Trial","Rating Screen","1055.1",1,"23.png",71
"648","10",3,"T3Trial","Rating Screen","1923.9",2,"20.png",72
